peak_sales_musd,approved,time_to_peak,exclusivity_years,operating_margin,discount_rate,npv_musd
1050.7018647925404,1,5,12,0.7062399322296596,0.09800908885757846,3869.5083152658763
805.6914154575719,1,4,11,0.6661245357836408,0.09976504055213758,2800.8712376994367
740.9306323188398,0,6,12,0.6287900488985945,0.0958977662834493,0.0
842.8924063735365,1,4,12,0.6782754822815772,0.08358855861266273,3478.00199194209
912.9160522135456,0,6,10,0.6188810902504599,0.11717134994941183,0.0
853.8805490665688,1,4,10,0.6322344056941034,0.11915366563407119,2387.3112453817394
782.1205814931941,0,5,12,0.7049952475458942,0.0971284168284771,0.0
955.7807857948234,1,5,10,0.6843283003075782,0.07680158977959753,3321.6409545952706
868.6299645733986,1,5,11,0.6913497194558659,0.12196704009574125,2574.9947721445305
909.7833276792054,1,6,12,0.6615756369647786,0.07,3491.144919437198
755.9446323417337,1,5,11,0.5650575400098178,0.1318579363993437,1738.2322912026887
842.7069424706233,1,4,11,0.5737171842714953,0.12893876155140774,2167.1014763257876
947.8395576001174,1,6,12,0.7607125761731138,0.10555974159005153,3344.704027199498
726.399106692861,1,6,11,0.775620378828916,0.10491710494850962,2453.544682918034
888.437680471933,1,6,10,0.6003828580062575,0.11578826574626488,2024.4147957660446
914.8899258195438,1,5,11,0.6776636344475475,0.10259360086459315,2954.4873194143165
867.6928001618301,1,5,12,0.6061178790120213,0.12173740242050933,2390.3782787449163
832.8332031349178,1,6,12,0.5987906587835398,0.13781138849501282,1915.9668568099755
897.6882443595434,1,6,12,0.7073704665095804,0.10543664178242279,2947.8002920513163
835.8627603205493,1,4,10,0.6678083438612421,0.11073012257490239,2572.3342874239956
771.9691353880796,1,5,11,0.7339895842541979,0.12102340255211508,2441.884603147693
1011.016315110659,1,6,11,0.6294289513670315,0.11793123268699492,2574.8454970731277
834.1800065866909,1,4,10,0.5915041582144857,0.07,2803.545326172598
759.6047330977771,1,6,12,0.5064358668521269,0.1075864263792621,1762.8015365823076
